description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
dz_w79	1			100	18	367	2		2	amu	w79						useitem				dz_w			-1	-1	allskills			1	1	dur			25	50	regen-stam			20	50																																																																0
dz_w79	1			100	18	367	1		2	Annihilus	w79						useitem				dz_w			-1	-1	allskills			1	1	dur			25	50	regen-stam			20	50																																																																0
dz_w79	1			100	18	367	2		2	Annihilus	w79						useitem				dz_w			-1	-1	allskills			1	1	dur			25	50	regen-stam			20	50																																																																0
dz_w79	1			100	18	367	3		2	Annihilus	w79						useitem				dz_w			-1	-1	allskills			1	1	dur			25	50	regen-stam			20	50																																																																0
dz_w79	1			100	18	367	4		2	Annihilus	w79						useitem				dz_w			-1	-1	allskills			1	1	dur			25	50	regen-stam			20	50																																																																0
dz_w79	1			100	18	367	5		2	Annihilus	w79						useitem				dz_w			-1	-1	allskills			1	1	dur			25	50	regen-stam			20	50																																																																0
dz_w79	1			100	18	367	1		2	Hellfire Torch	w79						useitem				dz_w			-1	-1	allskills			1	1	dur			25	50	regen-stam			20	50																																																																0
dz_w79	1			100	18	367	2		2	Hellfire Torch	w79						useitem				dz_w			-1	-1	allskills			1	1	dur			25	50	regen-stam			20	50																																																																0
dz_w79	1			100	18	367	3		2	Hellfire Torch	w79						useitem				dz_w			-1	-1	allskills			1	1	dur			25	50	regen-stam			20	50																																																																0
dz_w79	1			100	18	367	4		2	Hellfire Torch	w79						useitem				dz_w			-1	-1	allskills			1	1	dur			25	50	regen-stam			20	50																																																																0
dz_w79	1			100	18	367	5		2	Hellfire Torch	w79						useitem				dz_w			-1	-1	allskills			1	1	dur			25	50	regen-stam			20	50																																																																0
dz_w80	1			100	18	367	1		2	weap	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	2		2	weap	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	1		2	rin	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	2		2	rin	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	1		2	amu	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	2		2	amu	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	1		2	Annihilus	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	2		2	Annihilus	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	3		2	Annihilus	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	4		2	Annihilus	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	5		2	Annihilus	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	1		2	Hellfire Torch	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	2		2	Hellfire Torch	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	3		2	Hellfire Torch	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	4		2	Hellfire Torch	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w80	1			100	18	367	5		2	Hellfire Torch	w80						useitem				dz_w			-1	-1	allskills			1	1	randclassskill_w			0	6																																																																					0
dz_w81_sor	1			100	18	367	1		3	weap	w81	r11					useitem				dz_w			-1	-1	sor			1	1	allskills			1	1	oskill-rand_w		10	416	418																																																																0
dz_w81_sor	1			100	18	367	2		3	weap	w81	r11					useitem				dz_w			-1	-1	sor			1	1	allskills			1	1	oskill-rand_w		10	416	418																																																																0
dz_w81_ama	1			100	18	367	1		3	weap	w81	r12					useitem				dz_w			-1	-1	ama			1	1	allskills			1	1	oskill-rand_w		10	419	421																																																																0
dz_w81_ama	1			100	18	367	2		3	weap	w81	r12					useitem				dz_w			-1	-1	ama			1	1	allskills			1	1	oskill-rand_w		10	419	421																																																																0
dz_w81_nec	1			100	18	367	1		3	weap	w81	r13					useitem				dz_w			-1	-1	nec			1	1	allskills			1	1	oskill-rand_w		10	422	424																																																																0
dz_w81_nec	1			100	18	367	2		3	weap	w81	r13					useitem				dz_w			-1	-1	nec			1	1	allskills			1	1	oskill-rand_w		10	422	424																																																																0
dz_w81_pal	1			100	18	367	1		3	weap	w81	r14					useitem				dz_w			-1	-1	pal			1	1	allskills			1	1	oskill-rand_w		10	425	427																																																																0
dz_w81_pal	1			100	18	367	2		3	weap	w81	r14					useitem				dz_w			-1	-1	pal			1	1	allskills			1	1	oskill-rand_w		10	425	427																																																																0
dz_w81_bar	1			100	18	367	1		3	weap	w81	r15					useitem				dz_w			-1	-1	bar			1	1	allskills			1	1	oskill-rand_w		10	428	430																																																																0
dz_w81_bar	1			100	18	367	2		3	weap	w81	r15					useitem				dz_w			-1	-1	bar			1	1	allskills			1	1	oskill-rand_w		10	428	430																																																																0
dz_w81_dru	1			100	18	367	1		3	weap	w81	r16					useitem				dz_w			-1	-1	dru			1	1	allskills			1	1	oskill-rand_w		10	431	433																																																																0
dz_w81_dru	1			100	18	367	2		3	weap	w81	r16					useitem				dz_w			-1	-1	dru			1	1	allskills			1	1	oskill-rand_w		10	431	433																																																																0
dz_w81_ass	1			100	18	367	1		3	weap	w81	r17					useitem				dz_w			-1	-1	ass			1	1	allskills			1	1	oskill-rand_w		10	434	436																																																																0
dz_w81_ass	1			100	18	367	2		3	weap	w81	r17					useitem				dz_w			-1	-1	ass			1	1	allskills			1	1	oskill-rand_w		10	434	436																																																																0
dz_w81_sor	1			100	18	367	1		3	rin	w81	r11					useitem				dz_w			-1	-1	sor			1	1	allskills			1	1	oskill-rand_w		10	416	418																																																																0
dz_w81_sor	1			100	18	367	2		3	rin	w81	r11					useitem				dz_w			-1	-1	sor			1	1	allskills			1	1	oskill-rand_w		10	416	418																																																																0
dz_w81_ama	1			100	18	367	1		3	rin	w81	r12					useitem				dz_w			-1	-1	ama			1	1	allskills			1	1	oskill-rand_w		10	419	421																																																																0
dz_w81_ama	1			100	18	367	2		3	rin	w81	r12					useitem				dz_w			-1	-1	ama			1	1	allskills			1	1	oskill-rand_w		10	419	421																																																																0
dz_w81_nec	1			100	18	367	1		3	rin	w81	r13					useitem				dz_w			-1	-1	nec			1	1	allskills			1	1	oskill-rand_w		10	422	424																																																																0
dz_w81_nec	1			100	18	367	2		3	rin	w81	r13					useitem				dz_w			-1	-1	nec			1	1	allskills			1	1	oskill-rand_w		10	422	424																																																																0
dz_w81_pal	1			100	18	367	1		3	rin	w81	r14					useitem				dz_w			-1	-1	pal			1	1	allskills			1	1	oskill-rand_w		10	425	427																																																																0
dz_w81_pal	1			100	18	367	2		3	rin	w81	r14					useitem				dz_w			-1	-1	pal			1	1	allskills			1	1	oskill-rand_w		10	425	427																																																																0
dz_w81_bar	1			100	18	367	1		3	rin	w81	r15					useitem				dz_w			-1	-1	bar			1	1	allskills			1	1	oskill-rand_w		10	428	430																																																																0
dz_w81_bar	1			100	18	367	2		3	rin	w81	r15					useitem				dz_w			-1	-1	bar			1	1	allskills			1	1	oskill-rand_w		10	428	430																																																																0
dz_w81_dru	1			100	18	367	1		3	rin	w81	r16					useitem				dz_w			-1	-1	dru			1	1	allskills			1	1	oskill-rand_w		10	431	433																																																																0
dz_w81_dru	1			100	18	367	2		3	rin	w81	r16					useitem				dz_w			-1	-1	dru			1	1	allskills			1	1	oskill-rand_w		10	431	433																																																																0
dz_w81_ass	1			100	18	367	1		3	rin	w81	r17					useitem				dz_w			-1	-1	ass			1	1	allskills			1	1	oskill-rand_w		10	434	436																																																																0
dz_w81_ass	1			100	18	367	2		3	rin	w81	r17					useitem				dz_w			-1	-1	ass			1	1	allskills			1	1	oskill-rand_w		10	434	436																																																																0
dz_w81_sor	1			100	18	367	1		3	amu	w81	r11					useitem				dz_w			-1	-1	sor			1	1	allskills			1	1	oskill-rand_w		10	416	418																																																																0
dz_w81_sor	1			100	18	367	2		3	amu	w81	r11					useitem				dz_w			-1	-1	sor			1	1	allskills			1	1	oskill-rand_w		10	416	418																																																																0
dz_w81_ama	1			100	18	367	1		3	amu	w81	r12					useitem				dz_w			-1	-1	ama			1	1	allskills			1	1	oskill-rand_w		10	419	421																																																																0
dz_w81_ama	1			100	18	367	2		3	amu	w81	r12					useitem				dz_w			-1	-1	ama			1	1	allskills			1	1	oskill-rand_w		10	419	421																																																																0
dz_w81_nec	1			100	18	367	1		3	amu	w81	r13					useitem				dz_w			-1	-1	nec			1	1	allskills			1	1	oskill-rand_w		10	422	424																																																																0
dz_w81_nec	1			100	18	367	2		3	amu	w81	r13					useitem				dz_w			-1	-1	nec			1	1	allskills			1	1	oskill-rand_w		10	422	424																																																																0
dz_w81_pal	1			100	18	367	1		3	amu	w81	r14					useitem				dz_w			-1	-1	pal			1	1	allskills			1	1	oskill-rand_w		10	425	427																																																																0
dz_w81_pal	1			100	18	367	2		3	amu	w81	r14					useitem				dz_w			-1	-1	pal			1	1	allskills			1	1	oskill-rand_w		10	425	427																																																																0
dz_w81_bar	1			100	18	367	1		3	amu	w81	r15					useitem				dz_w			-1	-1	bar			1	1	allskills			1	1	oskill-rand_w		10	428	430																																																																0
